iter	Passed	Remaining
951	1229885	62011
952	1230963	60708
953	1232301	59419
954	1233578	58126
955	1234997	56840
956	1236312	55550
957	1237794	54266
958	1239188	52978
959	1240069	51669
960	1240810	50355
961	1241572	49043
962	1242204	47727
963	1243041	46420
964	1243865	45114
965	1244488	43801
966	1245385	42500
967	1246009	41190
968	1247006	39893
969	1247751	38590
970	1248548	37289
971	1249336	35989
972	1250069	34688
973	1250813	33389
974	1251585	32091
975	1252524	30799
976	1253316	29504
977	1253942	28207
978	1254701	26913
979	1255581	25624
980	1256366	24333
981	1257229	23044
982	1258257	21760
983	1258888	20469
984	1259870	19185
985	1260775	17901
986	1261469	16615
987	1262102	15329
988	1262639	14043
989	1263366	12761
990	1264328	11482
991	1265150	10202
992	1265984	8924
993	1266649	7645
994	1267358	6368
995	1268054	5092
996	1268675	3817
997	1269219	2543
998	1269891	1271
999	1270895	0
